ID_a,ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_4,BILL_AMT1,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_payment_next_month
24802,24803,140000,1,2,2,26,0,0,0,21513,2000,2000,1434,2000,4100,0,0
6093,6094,20000,1,1,2,24,-1,-1,2,3302,0,679,0,5000,2000,0,0
7935,7936,80000,2,2,2,24,0,0,0,77139,3010,2100,2000,3000,2500,2100,0
27017,27018,80000,1,3,1,41,0,0,0,35646,3000,2135,2000,3500,4000,3000,0
1519,1520,420000,1,2,1,39,0,0,0,171141,5700,4600,5000,5000,5000,4700,0
28973,28974,100000,2,2,1,35,0,0,0,77394,2640,3007,2300,200,290,50000,1
1378,1379,200000,1,1,1,58,0,0,0,192461,7822,4417,4446,4597,4677,4698,0
22056,22057,50000,2,2,1,29,1,2,0,26293,0,1609,2000,1000,715,883,0
18971,18972,210000,2,1,2,28,0,-1,0,9918,6942,24000,22000,20000,5000,3000,0
15206,15207,70000,2,3,2,29,0,-1,2,20064,24336,3010,0,875,600,1000,0
21807,21808,360000,2,2,2,26,0,0,0,22233,1287,1152,1000,1000,0,179,0
22005,22006,110000,2,1,2,27,0,0,0,110553,4000,4800,4300,4300,4400,3874,1
26687,26688,50000,1,1,2,25,2,0,0,48966,2130,1905,1811,1100,1100,1200,0
13200,13201,340000,2,2,1,36,1,-2,-1,0,0,0,150,920,0,17386,0
28787,28788,340000,2,1,1,36,0,0,0,29879,1459,4674,5032,360,6360,4116,0
5842,5843,50000,1,2,2,23,-1,0,-1,1678,1200,1322,1500,540,540,780,0
7122,7123,390000,1,1,1,45,2,2,0,185204,0,6000,3500,5000,4500,3000,1
16211,16212,20000,2,3,2,34,1,2,2,19381,1600,300,1700,0,804,1000,0
12820,12821,280000,1,1,1,60,-2,-2,-2,792,0,192,996,0,396,396,0
5832,5833,300000,1,1,1,45,0,0,0,193462,6835,7542,7930,6534,6153,2815,0
9821,9822,20000,2,2,1,23,1,2,2,7979,1000,1500,0,5000,5000,900,0
21272,21273,20000,1,2,1,54,0,0,0,18398,2000,1500,2900,1500,1000,0,0
12718,12719,150000,2,1,2,52,0,0,0,135450,4771,4952,4019,4132,5037,3500,1
22288,22289,80000,2,1,2,30,3,2,0,82523,0,4000,3000,1800,2000,2000,1
522,523,360000,1,1,2,28,-1,-1,0,1210,390,75720,62520,17000,132200,167000,1
24427,24428,130000,1,3,2,30,0,0,-1,29344,1107,3025,707,1680,0,0,0
19991,19992,70000,2,2,1,33,1,2,0,51900,0,1500,1300,1505,1000,1000,0
25504,25505,220000,2,2,2,28,-1,-1,-2,3700,0,0,0,0,0,0,1
15372,15373,390000,2,1,2,30,0,0,0,152535,5153,10000,10000,5010,50000,5000,0
234,235,60000,2,2,1,33,0,0,0,58203,1506,1298,1000,721,811,599,0
12180,12181,50000,2,2,2,46,0,0,0,44808,2100,2500,2000,2000,3000,1600,0
20180,20181,170000,2,1,1,33,1,-2,-2,0,0,0,0,185,0,4578,0
6318,6319,20000,1,2,2,27,2,0,0,13747,1500,1600,580,1600,700,0,1
23478,23479,110000,2,1,2,32,-1,0,0,3610,12000,5000,3000,3000,2000,1000,0
11992,11993,620000,1,1,1,39,0,0,0,346927,5200,5400,3173,3200,3500,3164,0
27765,27766,80000,2,2,2,25,-2,-2,-2,0,0,0,0,0,0,0,0
1948,1949,90000,1,2,2,39,0,0,0,50477,3000,5000,500,5000,500,500,0
6361,6362,100000,2,2,1,28,2,0,0,73073,3500,3003,1910,2400,3300,0,1
29102,29103,180000,2,2,1,58,-2,-2,-2,0,0,750,1576,1504,0,1000,0
27722,27723,140000,2,1,2,24,2,0,0,778,980,1000,5000,0,5000,10000,0
11684,11685,30000,2,2,2,24,-1,-1,-2,784,4200,1000,0,0,0,0,0
22475,22476,260000,2,2,1,41,-2,-2,-2,8154,1365,717,717,2325,1117,891,0
15927,15928,80000,2,2,1,32,-1,-1,0,8592,4000,6881,5003,3000,3063,0,0
28619,28620,50000,2,3,1,48,0,0,0,47945,4100,1150,1200,1000,1000,1500,0
2224,2225,450000,1,1,1,38,-1,-1,-1,10591,7964,57425,15257,7283,13959,11139,0
28551,28552,340000,2,2,2,34,-2,-2,-2,0,2630,0,0,0,0,1980,0
25394,25395,20000,2,1,2,25,0,0,0,17977,2000,1700,1300,662,1000,747,0
15246,15247,200000,2,1,1,28,0,0,0,148880,7000,7200,8000,6000,6500,7000,0
16209,16210,20000,2,2,1,46,2,0,2,16371,1289,2859,0,1044,0,528,1
5571,5572,100000,2,2,1,30,2,2,2,29778,1600,1200,1200,0,2500,1300,1
4523,4524,500000,2,1,1,33,-1,-1,-1,1110,1110,1416,1416,1416,1416,5723,0
5793,5794,50000,1,2,1,48,1,2,2,17613,1298,0,1829,0,849,822,0
20616,20617,50000,1,3,2,30,0,0,0,43702,2000,2501,2000,2000,2500,2000,0
5738,5739,20000,1,3,2,23,1,2,3,9126,0,2400,0,0,1100,0,1
19008,19009,340000,2,5,2,30,0,0,0,47001,2000,2000,2000,3000,360,360,0
4728,4729,50000,2,1,2,26,0,0,2,5800,2500,0,2000,0,2000,400,1
7818,7819,120000,1,3,1,38,-1,-1,-1,3465,5558,5479,10929,24,9769,18,0
8859,8860,180000,1,1,2,29,-1,-1,-1,996,1597,2604,1001,849,1915,4055,1
29878,29879,340000,1,3,1,36,0,0,0,362178,10116,3300,5000,10000,10000,30000,1
22335,22336,110000,2,1,2,29,1,2,0,113093,3,4334,4250,2946,2506,2458,0
25464,25465,80000,2,1,2,24,0,0,0,56222,2000,1800,1700,759,1500,1100,0
15275,15276,200000,2,2,1,30,-1,2,-1,1626,233,3049,700,2423,2210,1233,0
25896,25897,200000,2,1,1,37,-1,-1,-2,3135,0,0,0,0,0,0,0
2437,2438,30000,1,2,2,24,2,0,0,25851,1779,1402,2042,0,2192,0,1
22440,22441,180000,2,2,1,36,-1,-1,-2,1252,23,3,0,2000,0,150,0
14087,14088,20000,1,2,2,33,0,0,-1,14765,1000,4150,988,390,1935,1316,0
25393,25394,80000,2,5,2,25,0,0,0,72732,3201,4016,2109,1151,1685,1342,0
22736,22737,200000,2,3,1,34,0,0,0,198482,5014,4699,7543,3970,3146,6941,0
11989,11990,80000,2,2,1,26,0,0,0,35897,1510,2085,248,26,52,0,0
3167,3168,360000,2,2,3,37,0,0,-1,10764,1052,1002,328,0,770,11309,0
18193,18194,70000,1,2,1,45,2,0,0,68722,3100,3000,3100,2000,1800,1700,0
27011,27012,200000,1,3,1,40,0,0,0,205277,269,3700,3000,390,128,90000,0
23545,23546,50000,2,3,1,37,-1,-1,0,389,25742,1435,1406,927,952,966,0
21470,21471,50000,2,2,2,26,1,2,2,49119,0,3213,1331,1000,1000,1100,1
13752,13753,500000,1,1,2,39,0,0,0,128068,20000,12000,0,1095,856,50000,0
24142,24143,40000,1,1,2,27,0,0,0,33077,1554,3071,1384,1047,0,0,0
15920,15921,210000,2,1,2,28,0,0,0,74235,4000,5000,2000,2540,3000,3000,0
14027,14028,260000,2,2,1,48,1,-2,-2,0,0,0,0,0,0,0,0
7016,7017,230000,1,2,2,31,0,0,0,14529,5500,3000,4000,8000,4000,5000,1
13386,13387,150000,2,3,1,39,0,0,0,108755,5163,4000,3764,4000,5000,5030,0
15998,15999,60000,2,1,2,25,-1,2,-1,538,0,269,269,0,1526,0,1
12641,12642,140000,2,2,2,24,1,-2,-1,0,0,167,80677,0,2500,28,0
26516,26517,290000,2,2,1,60,1,-2,-2,0,0,0,0,0,0,0,0
4945,4946,20000,2,1,2,24,-1,-1,-1,3305,2296,14777,9140,1073,500,0,1
15649,15650,210000,2,2,1,36,-1,-1,-2,26656,2641,0,0,0,0,0,0
12237,12238,50000,1,1,2,30,4,3,2,37570,0,1400,1400,1601,0,2500,0
6046,6047,360000,2,1,2,30,0,0,0,70701,10000,10005,10000,10000,10000,10000,0
9227,9228,20000,1,3,2,44,4,3,0,12480,0,0,408,1300,300,0,1
5585,5586,400000,1,3,1,43,-1,0,0,145801,6100,26621,6600,406,316,316,0
23303,23304,50000,2,2,2,25,0,0,0,37034,1586,1624,1626,1377,1448,1399,0
5590,5591,90000,2,1,1,38,-1,-1,-1,380,2132,0,1066,1752,569,2132,0
23610,23611,50000,2,2,1,39,0,0,0,45989,2081,2109,2049,1864,1923,1882,0
1228,1229,90000,2,2,1,23,0,0,0,12770,2500,1200,10500,7000,1000,0,1
18691,18692,130000,2,1,2,25,2,2,-2,1990,0,0,0,0,0,0,0
23230,23231,380000,2,1,2,33,-2,-2,-2,11924,16615,3273,9833,6580,6080,4697,0
13341,13342,70000,2,2,2,30,0,0,0,71856,3377,3504,2620,2791,2639,2859,0
13333,13334,50000,2,1,1,25,0,0,0,11324,1500,1433,1465,0,500,1000,0
14743,14744,500000,2,1,2,29,0,0,0,82715,7057,134011,8000,10000,78226,50000,0
8244,8245,260000,1,2,2,27,0,0,0,150943,5501,5061,5000,5000,3900,3246,0
26413,26414,140000,2,1,2,35,0,0,0,111941,5800,5900,5800,4800,4700,5000,0
16237,16238,20000,2,2,2,45,2,0,0,13696,2000,1574,1284,1591,0,644,1
6555,6556,30000,1,1,2,38,1,2,0,24172,0,1715,1500,1500,1000,4670,0
15373,15374,280000,2,2,1,32,0,0,0,11561,1300,1300,1300,600,600,600,0
12145,12146,200000,2,2,1,38,-1,-1,-1,780,0,390,390,390,390,390,0
159,160,50000,1,3,1,57,3,2,0,12854,0,1600,500,500,600,600,0
25235,25236,150000,2,1,2,25,-1,-1,2,2784,0,594,0,0,0,0,1
1589,1590,80000,2,2,1,50,-1,-1,0,2587,2587,50097,2000,2000,1933,1700,0
29763,29764,80000,1,2,1,32,0,0,0,81249,3000,3300,2602,1800,1432,1520,0
24035,24036,210000,1,2,2,27,1,-1,0,0,628,0,1000,0,0,0,0
15369,15370,140000,2,2,1,45,0,0,0,53951,3000,3000,5000,2000,3000,2500,0
29204,29205,50000,1,2,2,23,0,0,0,49842,2000,2100,1500,1000,1000,1000,0
5565,5566,240000,2,1,1,43,0,-1,-2,8862,3220,0,0,0,0,0,0
23071,23072,350000,2,1,2,38,-2,-2,-2,10354,29916,15217,9280,2128,2459,11409,0
7190,7191,100000,2,2,2,33,0,0,0,61089,30010,10047,20000,17000,5000,10000,0
26052,26053,140000,2,2,2,38,0,0,0,135034,4729,5434,4751,3500,3500,3800,0
10576,10577,60000,1,2,2,22,0,0,0,60103,3033,2093,560,600,1760,17933,0
15061,15062,10000,1,2,2,34,0,0,0,9178,1500,2257,1200,500,500,600,0
23864,23865,20000,1,1,2,27,1,2,2,15678,0,3100,0,2000,1000,2000,0
13364,13365,110000,1,2,2,23,0,0,2,43027,2000,5700,1800,2500,0,2000,0
28892,28893,30000,2,2,1,36,-1,-1,-2,528,0,0,0,0,6795,21947,1
1556,1557,50000,1,1,2,37,0,0,0,37774,1976,1564,1170,1055,1052,1022,0
2828,2829,80000,2,2,2,24,0,0,0,9933,1370,1233,261,549,400,0,1
436,437,60000,2,1,2,27,-1,-1,-1,14072,0,0,300,0,150,200,0
22173,22174,80000,2,2,1,27,0,-1,-2,56720,5958,4321,3869,0,0,0,1
15592,15593,30000,1,2,1,53,0,0,0,29557,1427,2973,1500,1100,2000,1000,0
29489,29490,50000,1,2,2,47,0,0,0,51129,2096,1000,0,2068,30067,1051,0
17972,17973,280000,1,2,2,31,0,0,-2,4821,1017,0,0,0,1047,56970,0
23782,23783,180000,2,1,1,53,1,-2,-2,0,0,0,0,0,0,0,0
2780,2781,180000,2,2,1,34,-1,-1,-2,8000,0,0,0,600,0,0,1
3701,3702,200000,2,1,2,29,-2,-2,-2,9344,723,723,1038,2035,3664,723,0
5686,5687,190000,1,1,1,31,0,0,0,158416,6004,5148,5313,3000,40000,0,0
20349,20350,80000,1,1,2,25,2,2,-2,79000,0,0,0,0,0,0,0
4727,4728,60000,2,3,2,45,-1,-1,-1,1876,1876,1876,1876,1876,1876,1876,1
25549,25550,150000,2,2,1,46,0,0,0,77066,2094,1558,1005,1162,1408,113260,0
17622,17623,30000,2,2,2,31,3,2,2,29078,0,1900,2600,11,1500,1700,1
2951,2952,80000,2,2,1,24,-1,-1,-1,15621,3768,1368,0,1421,0,0,0
25652,25653,20000,2,2,1,43,0,0,0,16510,1558,1286,1204,529,467,544,1
2555,2556,150000,2,1,1,30,0,0,0,40046,7995,5849,1196,2000,1000,1000,0
10350,10351,20000,1,2,2,40,0,0,0,17068,1800,1600,384,392,400,0,1
25723,25724,170000,2,1,2,38,-1,-1,-1,822,0,1246,0,0,0,0,0
17881,17882,60000,1,2,2,27,0,0,0,26437,1701,1425,3000,0,955,942,0
12737,12738,110000,2,1,2,26,0,0,0,58716,2500,2100,2000,2000,2500,2000,0
6465,6466,330000,2,1,2,34,0,0,0,261974,15000,10008,10000,20000,25000,3500,0
7355,7356,70000,2,3,1,26,0,0,0,71147,3800,3200,1950,2000,1828,2200,0
15717,15718,250000,1,2,1,34,-1,-1,-1,6461,8117,2200,3772,8650,10000,4646,0
7823,7824,50000,1,2,2,46,-1,-1,0,2635,27921,1262,656,655,2433,1000,0
23931,23932,20000,1,2,2,22,0,0,2,18690,3500,1000,1000,1000,0,1000,0
24297,24298,30000,1,2,1,40,2,2,0,20801,3400,0,2000,1500,900,1038,1
12449,12450,260000,2,3,1,31,0,0,-2,20000,0,0,0,0,0,7287,0
27778,27779,50000,2,2,1,24,0,0,0,25562,10000,2000,1500,3000,1500,9,0
15271,15272,330000,2,2,1,43,1,-1,-2,-58,22359,5895,0,0,0,0,0
5185,5186,200000,2,5,2,34,-1,-1,-1,13943,8964,1662,2553,1977,3175,1804,0
22031,22032,300000,2,1,2,28,0,0,0,10291,19326,10000,1940,10200,10500,10000,0
8549,8550,500000,1,1,2,38,-2,-2,-2,0,0,0,218,11959,2000,403,0
5242,5243,20000,2,2,2,50,1,2,2,5065,0,1500,0,822,0,2540,1
18514,18515,30000,2,2,2,25,2,2,0,25267,1800,0,1500,1200,1750,1300,0
2092,2093,20000,1,3,2,23,0,0,0,10103,1205,1172,415,404,400,400,0
21793,21794,50000,2,3,1,24,0,0,0,48789,1775,2221,1470,400,0,0,0
10207,10208,80000,1,2,2,26,0,0,0,76158,8000,5000,4000,5000,3000,5000,0
11948,11949,360000,1,1,1,30,0,0,-1,98048,4000,5000,498,3150,1074,2416,0
187,188,200000,2,3,2,47,2,2,2,199436,8214,7000,6800,7134,0,6836,1
25987,25988,230000,2,2,1,40,0,0,0,44948,1728,3000,3040,3012,3000,3000,0
24322,24323,280000,1,3,1,44,0,0,0,295786,15000,10472,11334,10010,6000,200000,0
20039,20040,420000,2,2,1,40,-1,0,0,101873,3517,3537,6810,0,2764,3500,0
19810,19811,260000,2,1,2,36,-1,-1,0,5160,0,15362,10000,7000,5000,5000,0
26293,26294,80000,2,2,2,34,1,-2,-1,-3,0,1269,1351,2498,3,0,0
1381,1382,30000,1,1,1,52,0,0,2,15743,1300,2500,0,1000,1800,0,0
26537,26538,390000,2,1,2,53,-2,-2,-1,450,1540,690,0,0,0,717,0
8605,8606,500000,1,1,2,34,0,0,0,203729,10043,8078,10000,10000,4200,0,0
23811,23812,50000,2,1,2,61,3,2,0,60458,0,1100,0,0,0,0,1
15743,15744,130000,2,1,2,26,-2,-2,-1,0,365,894,6006,1385,1666,0,0
21421,21422,290000,2,1,2,28,0,0,0,125679,4315,6000,4000,3000,2500,3000,0
21281,21282,110000,1,2,1,50,0,0,0,110406,4600,3348,2444,3869,1808,1751,0
11528,11529,210000,1,1,1,42,0,0,0,103772,4000,4000,3000,4000,3000,3000,0
19559,19560,160000,2,3,1,37,0,0,0,17500,10000,10000,3006,3000,3000,0,0
15038,15039,50000,1,2,2,33,0,0,0,8406,3000,3000,7508,1000,1000,1500,0
27697,27698,140000,2,2,1,24,0,0,0,62755,2285,2365,2413,2431,2514,3000,0
26824,26825,100000,1,1,2,27,0,0,0,100751,3592,4252,2620,408,26130,653,0
8448,8449,700000,2,2,2,28,0,0,0,16262,2192,2015,1005,1009,1000,1000,0
11390,11391,360000,2,2,1,34,0,0,-1,9561,1166,1297,0,0,0,444,0
29852,29853,500000,1,2,1,44,-1,-1,-1,2445,13053,2556,955,86793,0,1793,0
7295,7296,20000,1,2,1,37,0,0,0,18419,1373,1384,615,600,0,0,0
18619,18620,150000,2,2,2,26,0,0,0,153070,6000,6000,7000,5480,5400,5300,0
8068,8069,140000,2,1,2,28,0,-1,0,5845,10322,5000,1000,2000,4000,4000,0
12935,12936,200000,2,1,1,35,2,0,0,195441,8597,8583,6880,7235,6839,6600,1
9959,9960,80000,2,2,2,50,0,0,-1,8985,2000,2992,2984,3000,2992,2992,0
20620,20621,280000,1,3,1,32,0,0,0,158798,6000,7000,6762,4880,5050,5100,1
25859,25860,20000,2,2,1,44,0,0,0,16231,1600,1300,1156,387,354,438,0
26267,26268,500000,2,2,1,46,0,0,-1,16400,886,21831,90182,2500,2380,2772,0
9764,9765,50000,1,1,1,50,1,2,2,29394,3100,0,0,2600,1200,0,1
24,25,90000,1,1,2,23,0,0,-1,4744,5757,0,5398,1200,2045,2000,0
3363,3364,420000,1,2,1,37,0,0,0,415257,16850,15522,14000,14500,18007,12733,1
1088,1089,30000,2,3,1,35,0,0,0,28786,1500,1450,1500,1500,1500,1500,0
12866,12867,20000,2,2,2,25,0,0,0,20195,1376,1121,460,6000,624,2000,0
10886,10887,120000,2,3,1,47,0,0,0,16224,2001,2317,1002,3009,1000,1000,0
25117,25118,240000,1,2,1,56,-1,-1,-1,390,390,780,390,390,390,540,0
11590,11591,140000,2,1,2,34,2,0,2,125623,5000,11000,0,6000,5000,7000,0
28722,28723,110000,2,2,1,46,0,0,0,107281,4560,1808,1825,1817,1882,1893,0
19225,19226,200000,2,2,1,38,-1,-1,-1,788,165,1520,413,300,0,1638,0
10503,10504,200000,1,1,2,32,0,0,-2,10532,0,0,0,0,2842,204297,0
23921,23922,50000,1,3,2,23,0,0,-2,4332,0,0,0,0,0,0,0
12306,12307,200000,2,2,1,39,0,0,0,25483,6541,5351,200,0,0,0,0
23854,23855,70000,1,2,1,40,0,0,0,30346,1681,1635,1463,525,535,570,0
28979,28980,150000,2,1,2,35,2,2,0,55337,0,2503,2000,1804,2000,2000,1
20536,20537,180000,1,2,2,26,0,0,0,67276,3000,10000,2000,1500,1500,1600,0
17079,17080,100000,2,2,2,25,0,0,0,87987,4000,3900,3000,2000,2000,2000,0
15906,15907,180000,2,2,2,30,0,0,0,148860,6500,7000,6600,4700,5100,4700,0
29086,29087,60000,2,3,1,61,0,0,0,28208,1495,2004,2009,1211,2000,1201,0
11944,11945,170000,2,2,2,29,0,0,0,47742,2105,2447,1200,3000,2000,1500,0
6337,6338,20000,1,3,2,26,2,2,-1,20155,0,600,20900,1,805,752,0
17611,17612,170000,2,2,1,45,0,0,0,156993,8000,6500,7000,5000,5000,5000,0
18383,18384,50000,2,2,2,22,2,2,0,49559,1100,1700,1500,1000,1000,1300,1
276,277,460000,1,1,1,40,2,-1,-1,171,2728,0,2654,0,22545,0,1
12413,12414,50000,1,3,1,23,0,0,-2,13352,1066,0,0,0,0,1000,0
22313,22314,240000,2,3,1,30,-1,-1,-1,7075,17003,9343,1617,188,98,0,0
19337,19338,100000,2,3,1,44,0,0,0,41803,33882,4000,4000,4000,5000,5900,1
20021,20022,20000,2,3,2,31,1,-1,2,-363,567,0,0,0,20,3800,0
3906,3907,380000,2,1,1,33,0,0,0,112926,4677,130533,7609,12000,7000,6000,0
21162,21163,20000,1,3,2,35,0,0,0,16958,1699,1600,2000,1000,1500,1000,0
5845,5846,60000,2,2,1,59,4,4,4,56998,3601,2000,0,0,0,4000,0
29548,29549,220000,1,1,2,31,0,0,2,119810,12000,0,27500,0,12000,0,1
20501,20502,150000,1,2,2,28,0,0,0,129151,3501,3516,3003,2578,2300,2300,0
1137,1138,50000,1,2,1,41,0,0,0,19339,1703,1306,810,1000,900,900,0
19151,19152,80000,2,2,1,38,0,0,0,70613,2006,2100,2109,2131,2195,2458,0
24566,24567,300000,1,1,2,35,0,0,0,17975,1510,1519,2000,1005,2068,0,0
18108,18109,350000,1,1,2,34,0,0,0,259524,8432,9000,9500,10000,7000,10000,0
24045,24046,50000,1,2,2,25,0,0,0,29827,1536,1570,1316,1680,722,822,0
25518,25519,330000,2,1,2,34,-2,-2,-2,4577,8400,626,626,1348,5879,8954,0
13324,13325,80000,2,3,2,28,-1,-1,-2,4280,2800,0,0,0,0,0,0
23364,23365,500000,2,2,1,40,0,0,0,26102,33009,50018,30023,30013,18019,40018,0
2490,2491,200000,1,1,2,30,0,0,0,91936,7500,0,1500,10000,2000,0,0
21826,21827,260000,2,1,2,26,0,0,0,145165,6500,7000,8000,6500,8500,5600,0
16165,16166,90000,2,3,1,40,0,0,0,14028,3090,1176,1500,2000,609,478,0
7742,7743,370000,2,2,2,28,0,0,0,87248,2896,2097,2000,1818,1044,28034,0
14482,14483,30000,1,2,2,33,0,0,0,30247,1590,1469,929,1265,886,66,0
13127,13128,100000,2,1,2,32,1,-1,0,0,650,650,0,647,7706,1679,1
3935,3936,130000,2,1,1,32,2,2,2,114227,5000,5000,0,9500,4700,0,0
15072,15073,220000,1,1,2,47,-1,2,-1,628,1,291,5159,347,428,14473,0
2384,2385,100000,1,3,1,47,0,0,-1,3933,1000,1000,0,5100,0,0,0
8016,8017,220000,1,2,1,40,2,0,0,206473,8027,6218,6220,6316,6504,6504,0
7084,7085,210000,2,1,1,40,0,0,0,206803,7876,5400,6000,6000,6000,10000,0
16499,16500,50000,1,2,2,23,-1,-1,0,2680,0,45361,1800,1503,1735,1724,0
1863,1864,50000,2,2,2,24,0,0,0,49819,1672,1246,574,3000,649,285,0
15688,15689,280000,1,2,2,30,0,0,0,31272,10000,100000,7000,6000,10000,8000,1
19503,19504,300000,2,1,2,39,0,0,0,87540,5000,4500,5000,8000,0,4000,0
20642,20643,200000,1,1,2,33,0,0,0,48950,2374,2355,1550,1000,500,461,0
364,365,230000,2,1,2,35,-2,-2,-2,761,300,399,665,576,613,520,0
9094,9095,220000,1,1,2,38,0,0,0,197600,8200,5100,5400,3300,0,0,0
19203,19204,80000,2,2,2,22,-1,0,0,858,1000,1036,1196,306,26045,1513,0
26221,26222,250000,2,2,1,37,1,-2,-1,0,0,9737,790,20750,0,0,0
27676,27677,200000,2,2,1,36,0,0,0,184697,8001,5000,35000,6000,5000,5000,0
18354,18355,130000,2,2,2,23,-1,-1,-2,69,0,0,0,0,0,0,0
21083,21084,360000,1,1,1,43,0,-1,-1,30769,13952,864,124037,1679,1163,1126,0
3802,3803,60000,1,1,1,48,-1,-1,0,282,62773,0,0,0,1470,58587,0
15309,15310,140000,2,1,1,39,1,-1,-1,0,797,190,3269,32617,5000,2774,0
22452,22453,50000,2,2,3,44,0,0,0,42941,1800,2122,1600,1000,1000,1000,0
3536,3537,80000,1,2,2,23,2,0,0,8613,4000,3000,1000,2000,2000,2836,0
3825,3826,500000,2,2,2,28,-1,-1,0,72620,873,8596,275,300,1984,27014,0
6642,6643,200000,1,1,2,29,0,0,2,137218,6808,11620,5000,15000,0,4089,0
27917,27918,180000,2,1,2,29,-2,-2,-2,0,0,0,0,0,0,0,1
12991,12992,50000,1,1,2,23,0,0,0,29772,1229,1000,94,96,98,2330,0
18330,18331,120000,2,2,2,23,0,0,0,116314,6019,5000,5000,2000,20000,10000,0
20878,20879,380000,1,3,1,39,0,0,0,37096,10012,20012,10014,10048,10022,20153,0
26235,26236,160000,2,3,2,32,-1,-1,-1,1375,3645,2688,2142,7139,1872,10573,1
13527,13528,120000,1,1,2,27,0,0,0,11472,2652,0,342,521,2000,3000,0
24509,24510,80000,1,1,2,33,0,0,0,59991,5000,4000,2500,2500,2000,1000,0
7269,7270,260000,2,1,1,42,0,-1,0,8606,3856,13000,0,15104,16764,9118,0
26530,26531,60000,2,3,1,55,3,2,0,74786,0,9400,2271,2425,2087,2142,1
7929,7930,180000,2,2,1,35,-1,-1,-1,1866,590,360,0,0,414,0,0
12982,12983,180000,2,1,2,28,1,2,0,3775,2005,31,5000,1000,5000,5000,0
7166,7167,500000,1,2,2,36,1,-2,0,226,9125,126768,3468,4050,15099,5015,0
12869,12870,500000,1,2,1,35,-2,-2,-2,2295,1384,1384,1384,5590,4542,1000,0
23347,23348,230000,2,2,1,30,0,-1,-1,4942,2554,1000,2959,5000,1000,0,0
5867,5868,30000,1,2,2,24,1,2,3,20985,0,2403,0,0,2000,0,0
4761,4762,160000,1,3,2,30,0,0,0,160388,142159,3592,7317,2312,1637,1074,0
882,883,230000,2,1,2,38,0,0,0,224020,8750,7470,4540,4710,4750,4900,0
13893,13894,170000,2,3,1,54,0,0,0,139211,7020,7005,7000,6000,6000,6000,0
28094,28095,300000,2,3,1,46,0,0,-1,147289,10000,0,10005,0,0,0,0
557,558,110000,2,2,2,32,0,0,2,65299,11000,5800,3200,3200,3100,3000,0
1960,1961,30000,2,2,2,37,3,2,0,29657,1763,0,1178,1223,2435,1200,1
13331,13332,80000,2,2,2,31,0,0,0,28190,1751,1500,1000,779,545,500,1
1207,1208,200000,1,2,1,33,0,0,-1,50612,10023,27,2614,9454,5019,5015,0
25552,25553,390000,2,3,2,43,1,-2,-2,0,0,0,0,0,0,498,1
7684,7685,120000,1,1,2,30,-1,-1,-2,179,1403,0,0,473,0,9438,0
16859,16860,360000,1,1,2,33,-2,-2,-2,714,7,0,0,4200,48,5500,0
22922,22923,170000,2,2,1,29,0,0,0,56980,3000,2236,2478,904,2546,2000,0
12021,12022,80000,1,3,1,52,1,2,2,13701,0,1200,0,1411,0,390,1
10485,10486,50000,2,2,1,38,-2,-2,-2,0,0,0,0,0,0,0,0
19595,19596,430000,2,2,1,42,2,2,2,282880,12700,13000,11000,0,19000,15000,1
3630,3631,30000,2,2,2,22,0,-1,-1,3158,5572,3321,3154,3031,3339,2921,0
1708,1709,230000,2,1,2,36,-1,-1,0,1545,306,8389,9,0,0,342,0
24842,24843,380000,1,2,1,43,0,-1,0,112118,96778,243301,21066,2137,110000,50110,0
1140,1141,20000,1,2,2,25,0,0,-2,3400,1000,0,0,3244,124,66,0
19546,19547,30000,2,2,2,36,0,0,0,26535,1433,1481,1430,1000,1543,1200,0
6207,6208,500000,1,1,2,29,-1,0,0,15732,3000,3000,2000,1000,2000,1885,0
27536,27537,250000,1,1,1,51,3,2,2,2487,0,0,0,0,0,0,1
20114,20115,200000,2,1,2,44,0,0,0,35210,1858,2100,2000,3435,3000,3277,0
26396,26397,340000,2,2,1,45,-2,-2,-2,5754,482,2544,2,106196,5517,433,0
2660,2661,200000,1,1,2,29,-1,-1,0,4810,0,726,0,495,1562,1420,1
25232,25233,50000,2,2,2,24,-1,-1,-1,1572,1572,1572,6561,102,353,27000,0
14852,14853,150000,2,2,1,38,-1,-1,-1,5195,4185,7447,20013,4095,25869,0,0
1307,1308,330000,2,2,1,28,-1,-1,-1,390,0,780,150,320,1000,0,0
18951,18952,40000,2,3,1,23,2,3,2,8244,0,1642,700,0,349,872,1
16212,16213,70000,2,2,1,38,0,0,0,50416,1835,2520,2000,2000,4058,2100,0
25574,25575,30000,2,1,2,36,2,2,0,23338,3120,0,1433,951,983,1099,1
12452,12453,140000,1,1,2,27,-1,-1,-1,776,0,1552,380,1157,783,388,0
19218,19219,220000,2,2,1,35,0,0,0,41259,2000,3000,1160,1000,0,1000,0
6905,6906,50000,1,2,2,25,3,2,0,50516,9,1210,1000,6000,1060,780,1
11927,11928,80000,2,1,2,27,-1,-1,-2,825,825,0,0,0,150000,10000,0
14072,14073,320000,1,1,1,43,-1,0,0,18625,10000,5000,0,0,0,0,1
